% 1. Title: POSTag dataset
%
% 2. Sources: UD_Indonesian
%
@RELATION postag
@ATTRIBUTE form NUMERIC
@ATTRIBUTE prevpostag NUMERIC
@ATTRIBUTE class {_,PROPN,AUX,DET,NOUN,PRON,VERB,ADP,PUNCT,ADV,CCONJ,SCONJ,NUM,ADJ,PART,SYM,X}
@DATA
15028,4,NOUN
199,4,ADP
17489,7,PROPN
3598,1,PROPN
16,1,PUNCT
319,8,PRON
2,5,AUX
394,2,DET
17490,3,NOUN
17491,4,NOUN
16,4,PUNCT
17492,8,PROPN
17493,1,PROPN
196,1,VERB
197,6,DET
81,3,DET
376,3,NOUN
5,4,PRON
201,5,VERB
7,6,ADP
8,7,PROPN
17494,1,PROPN
17493,1,PROPN
10,1,PUNCT
379,8,PROPN
378,1,PROPN
2132,1,PROPN
10,1,PUNCT
402,8,PROPN
378,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
11619,8,NOUN
1726,4,NUM
587,12,NOUN
686,4,ADP
3662,7,NOUN
16,4,PUNCT
17495,8,PROPN
17496,1,PROPN
199,1,ADP
3900,7,PROPN
4365,1,PROPN
9176,1,VERB
11535,6,PROPN
24,1,ADP
2775,7,VERB
10,6,PUNCT
139,8,PUNCT
17497,8,PROPN
17498,1,PROPN
11535,1,PROPN
16,1,PUNCT
16,8,PUNCT
16,8,PUNCT
484,8,ADP
533,7,ADP
6249,7,NOUN
177,4,ADJ
107,13,DET
2,3,AUX
595,2,NOUN
160,4,PROPN
16,1,PUNCT
17499,8,PROPN
132,1,PUNCT
8249,8,NOUN
17500,4,PROPN
17501,1,PROPN
135,1,PUNCT
10,8,PUNCT
14142,8,PROPN
17502,1,PROPN
132,1,PUNCT
8249,8,NOUN
17503,4,PROPN
135,1,PUNCT
10,8,PUNCT
5794,8,PROPN
16,1,PUNCT
5609,8,PROPN
17504,1,PROPN
132,1,PUNCT
8249,8,NOUN
17505,4,PROPN
135,1,PUNCT
10,8,PUNCT
17506,8,PROPN
17507,1,PROPN
17508,1,PROPN
132,1,PUNCT
8249,8,NOUN
17509,4,PROPN
135,1,PUNCT
10,8,PUNCT
27,8,CCONJ
160,10,PROPN
16,1,PUNCT
17510,8,PROPN
132,1,PUNCT
8249,8,NOUN
17511,4,PROPN
346,1,SYM
17181,15,PROPN
135,1,PUNCT
16,8,PUNCT
3445,8,ADP
364,7,NOUN
1199,4,NOUN
111,4,ADP
4335,7,VERB
15736,6,NOUN
10,4,PUNCT
360,8,DET
1199,3,NOUN
12784,4,NOUN
75,4,ADP
17512,7,PROPN
10,1,PUNCT
5,8,PRON
335,5,VERB
1191,6,ADP
14722,7,PROPN
10,1,PUNCT
17513,8,PROPN
10,1,PUNCT
6223,8,PROPN
10,1,PUNCT
17514,8,PROPN
10,1,PUNCT
749,8,CCONJ
7966,10,VERB
17515,6,PROPN
1485,1,NUM
1434,12,PROPN
16,1,PUNCT
3275,8,SCONJ
17516,11,PROPN
17517,1,PROPN
611,1,VERB
111,6,ADP
454,7,VERB
70,6,ADP
17518,7,PROPN
10,1,PUNCT
1607,8,NOUN
491,4,NOUN
6513,4,VERB
111,6,ADP
102,7,PART
630,14,VERB
890,6,PRON
454,5,ADV
10,9,PUNCT
32,8,PRON
225,5,ADV
3550,9,VERB
111,6,ADP
918,7,VERB
4816,6,ADP
890,7,PRON
10,5,PUNCT
32,8,PRON
15877,5,VERB
938,6,SCONJ
890,11,PRON
2,5,AUX
394,2,DET
17519,3,NOUN
13661,4,NOUN
16,4,PUNCT
3372,8,PROPN
17520,1,PROPN
2,1,AUX
1071,2,NOUN
15,4,PROPN
5,1,PRON
697,5,VERB
533,6,ADP
252,7,ADJ
38,13,ADP
17521,7,PROPN
27,1,CCONJ
14940,10,PROPN
17522,1,PROPN
16,1,PUNCT
484,8,ADP
1438,7,NOUN
5106,4,ADJ
10,13,PUNCT
4428,8,NOUN
4429,4,NOUN
224,4,ADV
2514,9,VERB
883,6,ADV
4406,9,ADP
47,7,NOUN
7,4,ADP
1861,7,NOUN
1853,4,NOUN
1376,4,NOUN
5,4,PRON
17523,5,ADJ
16,13,PUNCT
1527,8,NOUN
2469,4,NOUN
27,4,CCONJ
1091,10,NOUN
1287,4,NOUN
691,4,NOUN
284,4,PUNCT
17524,8,ADV
11675,9,NOUN
2083,4,VERB
17525,6,PROPN
284,1,PUNCT
1293,8,PRON
3237,5,VERB
225,6,ADV
199,9,ADP
17526,7,NUM
10,12,PUNCT
1517,8,NUM
17527,12,NUM
4956,12,NOUN
581,4,NOUN
16,4,PUNCT
633,8,CCONJ
46,10,ADP
47,7,NOUN
5,4,PRON
889,5,ADJ
4637,13,VERB
237,6,NUM
413,12,NOUN
17528,4,NOUN
7442,4,NOUN
660,4,ADV
16147,9,PROPN
27,1,CCONJ
1945,10,PROPN
17529,1,PROPN
16,1,PUNCT
5814,8,NOUN
11960,4,NOUN
416,4,PROPN
11261,1,PROPN
2953,1,SCONJ
6175,11,VERB
199,6,ADP
1458,7,NOUN
6139,4,ADJ
15323,13,NOUN
4957,4,NOUN
1235,4,NOUN
349,4,ADV
17530,9,VERB
181,6,SCONJ
6492,11,NOUN
1499,4,NOUN
1438,4,ADJ
7,13,ADP
9906,7,NOUN
17531,4,NOUN
27,4,CCONJ
17532,10,NOUN
349,4,ADV
4335,9,VERB
17533,6,NOUN
1235,4,ADJ
7,13,ADP
11261,7,PROPN
10,1,PUNCT
227,8,ADP
9906,7,NOUN
271,4,ADJ
355,13,ADP
2931,7,NOUN
4901,4,NOUN
9906,4,NOUN
9676,4,NOUN
27,4,CCONJ
8604,10,NOUN
10,4,PUNCT
9906,8,NOUN
7268,4,NOUN
27,4,CCONJ
9906,10,NOUN
17420,4,NOUN
749,4,CCONJ
9906,10,NOUN
4955,4,NOUN
5,4,PRON
11944,5,ADV
188,9,VERB
4287,6,NOUN
2412,4,ADJ
27,13,CCONJ
4088,10,NOUN
1235,4,NOUN
5,4,PRON
3972,5,ADV
217,9,ADJ
7581,13,NOUN
6492,4,NOUN
1499,4,NOUN
6225,4,NOUN
7,4,ADP
11261,7,PROPN
2,1,AUX
4001,2,ADP
17534,7,NUM
12058,12,NOUN
10,4,PUNCT
24,8,ADP
4088,7,NOUN
6492,4,NOUN
1499,4,NOUN
1861,4,NOUN
194,4,PUNCT
16526,8,CCONJ
1376,10,NOUN
4092,4,NOUN
5866,4,NOUN
27,4,CCONJ
15940,10,NOUN
7,4,ADP
416,7,PROPN
11261,1,PROPN
2,1,VERB
194,6,PUNCT
416,8,PROPN
11261,1,PROPN
1243,1,VERB
38,6,ADP
1085,7,PROPN
17535,1,PROPN
132,1,PUNCT
17536,8,PROPN
11497,1,PROPN
135,1,PUNCT
127,8,ADP
17537,7,PROPN
8437,1,PROPN
1654,1,PROPN
17538,1,NUM
169,12,ADP
17539,7,NOUN
17540,4,PROPN
16153,1,PROPN
2039,1,NUM
16,12,PUNCT
8551,8,NOUN
129,4,ADJ
1901,13,NOUN
36,4,DET
2,3,AUX
111,2,ADP
17541,7,VERB
5764,6,NOUN
17542,4,ADJ
132,13,PUNCT
84,8,NOUN
75,4,ADJ
9924,13,NOUN
135,4,PUNCT
27,8,CCONJ
147,10,VERB
17543,6,NOUN
17544,4,NOUN
111,4,ADP
1103,7,NOUN
17545,4,NOUN
17546,4,NOUN
27,4,CCONJ
11665,10,NOUN
17547,4,ADJ
16,13,PUNCT
10821,8,NOUN
1523,4,PROPN
417,1,PROPN
2,1,AUX
17548,2,NOUN
6444,4,NOUN
7,4,ADP
1523,7,PROPN
417,1,PROPN
795,1,ADP
796,7,PROPN
3833,1,PROPN
322,1,NUM
38,12,ADP
770,7,PROPN
426,1,PROPN
10,1,PUNCT
2559,8,NOUN
426,4,PROPN
27,1,CCONJ
67,10,DET
9268,3,NOUN
114,4,VERB
451,6,NOUN
663,4,PROPN
46,1,ADP
449,7,PROPN
3212,1,PROPN
4734,1,NUM
54,12,ADP
450,7,PROPN
1515,1,NUM
16,12,PUNCT
17549,8,NOUN
1147,4,NOUN
6398,4,NOUN
657,4,DET
21,3,VERB
1160,6,ADV
4816,9,ADP
17550,7,VERB
557,6,NOUN
17551,4,NOUN
38,4,ADP
3652,7,NOUN
5906,4,NOUN
17552,4,NOUN
17553,4,ADJ
16,13,PUNCT
6383,8,PROPN
194,1,PUNCT
279,8,NOUN
107,4,DET
17554,3,NOUN
284,4,PUNCT
15836,8,PROPN
492,1,VERB
2905,6,NOUN
2906,4,ADJ
17555,13,PROPN
5,1,PRON
17556,5,VERB
46,6,ADP
6154,7,NOUN
172,4,PUNCT
6154,8,NOUN
5772,4,PROPN
10,1,PUNCT
27,8,CCONJ
1522,10,VERB
181,6,SCONJ
32,11,PRON
4954,5,VERB
2464,6,NOUN
15240,4,ADJ
27,13,CCONJ
1236,10,ADJ
75,13,ADP
29,7,DET
3851,3,NOUN
5,4,PRON
8580,5,NOUN
24,4,ADP
5527,7,NOUN
144,4,DET
835,3,NOUN
17557,4,PROPN
16,1,PUNCT
174,8,SCONJ
524,11,ADV
10,9,PUNCT
957,8,NOUN
172,4,PUNCT
957,8,NOUN
1156,4,NOUN
1243,4,VERB
3904,6,VERB
877,6,NOUN
8178,4,NOUN
38,4,ADP
27,7,CCONJ
199,10,ADP
596,7,DET
17558,3,NOUN
16,4,PUNCT
13674,8,NOUN
252,4,ADJ
5,13,PRON
32,5,PRON
17559,5,VERB
2,6,AUX
1352,2,NOUN
17560,4,NOUN
10,4,PUNCT
32,8,PRON
120,5,VERB
3,6,DET
309,3,NOUN
5,4,PRON
102,5,PART
358,14,ADJ
27,13,CCONJ
842,10,VERB
3134,6,NOUN
587,4,NOUN
252,4,ADJ
10,13,PUNCT
355,8,ADP
5,7,PRON
591,5,ADV
32,9,PRON
281,5,VERB
31,6,SCONJ
17561,11,VERB
17562,6,NOUN
840,4,PROPN
7,1,ADP
17563,7,NOUN
5,4,PRON
32,5,PRON
17564,5,VERB
31,6,SCONJ
10080,11,VERB
742,6,DET
17565,3,NOUN
835,4,NOUN
17566,4,NOUN
1484,4,ADJ
111,13,ADP
842,7,VERB
843,6,NOUN
17567,4,NOUN
529,4,ADP
969,7,NOUN
32,4,PRON
16,5,PUNCT
1817,8,SCONJ
871,11,ADV
201,9,VERB
520,6,ADV
3566,9,NOUN
5,4,PRON
13193,5,VERB
1191,6,ADP
1182,7,NOUN
172,4,PUNCT
11022,8,VERB
2279,6,PROPN
17568,1,PROPN
17569,1,PROPN
10,1,PUNCT
858,8,ADV
1894,9,VERB
6492,6,NOUN
5,4,PRON
3490,5,ADJ
172,13,PUNCT
3490,8,ADJ
12377,13,VERB
1182,6,NOUN
172,4,PUNCT
11022,8,NOUN
1464,4,NOUN
745,4,NOUN
36,4,DET
7,3,ADP
2713,7,PROPN
16,1,PUNCT
1187,8,ADP
17570,7,VERB
4955,6,NOUN
172,4,PUNCT
11012,8,NOUN
127,4,ADP
1076,7,NOUN
5,4,PRON
296,5,VERB
17571,6,NOUN
27,4,CCONJ
871,10,ADV
2249,9,ADV
5733,9,VERB
1222,6,ADJ
75,13,ADP
4831,7,NOUN
2808,4,NOUN
8924,4,PROPN
10,1,PUNCT
1367,8,NOUN
46,4,ADP
1516,7,NOUN
2606,4,NUM
988,12,PROPN
3930,1,NUM
9551,12,VERB
2469,6,NOUN
127,4,ADP
1287,7,NOUN
337,4,ADJ
26,13,NOUN
1079,4,NOUN
36,4,DET
16,3,PUNCT
13446,8,PROPN
172,1,PUNCT
8266,8,NUM
13455,12,PROPN
1950,1,VERB
127,6,ADP
17572,7,NOUN
745,4,NOUN
4084,4,ADJ
38,13,ADP
903,7,NOUN
1342,4,PROPN
46,1,ADP
1516,7,NOUN
1118,4,NUM
988,12,PROPN
10,1,PUNCT
2899,8,NUM
10,12,PUNCT
24,8,ADP
17573,7,VERB
802,6,NOUN
2231,4,VERB
46,6,ADP
3951,7,NOUN
129,4,ADJ
46,13,ADP
59,7,NUM
17574,12,NOUN
7,4,ADP
1351,7,NOUN
17574,4,NOUN
1912,4,NOUN
1120,4,NUM
16,12,PUNCT
13122,8,NOUN
628,4,ADJ
5676,13,NOUN
6,4,VERB
46,6,ADP
17575,7,NOUN
226,4,ADJ
5,13,PRON
17576,5,ADJ
12273,13,VERB
430,6,NOUN
1614,4,NOUN
5,4,PRON
2556,5,ADJ
217,13,ADJ
27,13,CCONJ
17577,10,NOUN
17578,4,NOUN
810,4,PROPN
15457,1,PROPN
15458,1,PROPN
16,1,PUNCT
484,8,ADP
4636,7,DET
1041,3,NOUN
447,4,NOUN
107,4,DET
55,3,ADV
284,9,PUNCT
1293,8,PRON
3762,5,VERB
7,6,ADP
10,7,PUNCT
17579,8,PROPN
163,1,VERB
430,6,NOUN
7,4,ADP
17580,7,PROPN
27,1,CCONJ
17581,10,PROPN
24,1,ADP
12405,7,PROPN
17582,1,PROPN
16,1,PUNCT
9040,8,NOUN
657,4,DET
871,3,ADV
14158,9,VERB
38,6,ADP
8154,7,PROPN
17583,1,PROPN
132,1,PUNCT
17584,8,PROPN
2602,1,PUNCT
10744,8,PROPN
325,1,PROPN
135,1,PUNCT
27,8,CCONJ
12151,10,NOUN
17585,4,PROPN
1945,1,PROPN
15344,1,PROPN
70,1,ADP
17586,7,PROPN
1945,1,PROPN
15344,1,PROPN
46,1,ADP
627,7,NOUN
17587,4,PROPN
10,1,PUNCT
1968,8,NUM
1320,12,NOUN
329,4,NUM
577,12,DET
3185,3,NOUN
16255,4,NUM
17588,12,NOUN
16,4,PUNCT
17589,8,PROPN
17590,1,PROPN
132,1,PUNCT
17591,8,PROPN
135,1,PUNCT
17589,8,PROPN
17590,1,PROPN
5,1,PRON
3679,5,ADJ
1217,13,ADV
2514,9,VERB
46,6,ADP
1595,7,NOUN
172,4,PUNCT
1595,8,NOUN
582,4,NOUN
17592,4,PROPN
5,1,PRON
871,5,ADV
16878,9,VERB
16,6,PUNCT
882,8,ADP
1485,7,NUM
1330,12,PROPN
1412,1,NUM
172,12,PUNCT
1982,8,NUM
243,12,PROPN
1331,1,NUM
10,12,PUNCT
280,8,PRON
320,5,VERB
17593,6,PROPN
2300,1,PROPN
790,1,PROPN
4891,1,PROPN
3900,1,PROPN
4365,1,PROPN
16,1,PUNCT
319,8,PRON
125,5,ADV
320,9,VERB
5379,6,PROPN
3900,1,PROPN
4365,1,PROPN
199,1,ADP
1485,7,NUM
1330,12,PROPN
1296,1,NUM
86,12,ADP
3206,7,NUM
1486,12,PROPN
328,1,NUM
16,12,PUNCT
12663,8,PROPN
4276,1,ADV
13349,9,PROPN
1951,1,PART
2485,14,VERB
1166,6,PART
2201,14,ADJ
125,13,ADV
75,9,ADP
306,7,NOUN
27,4,CCONJ
14429,10,NOUN
32,4,PRON
16,5,PUNCT
882,8,ADP
17594,7,NUM
1516,12,NOUN
1053,4,NUM
1518,12,PROPN
10,1,PUNCT
5339,8,PROPN
15484,1,PROPN
775,1,VERB
2576,6,NOUN
472,4,PROPN
9590,1,PROPN
16,1,PUNCT
7624,8,SCONJ
4167,11,NOUN
36,4,DET
4368,3,NOUN
217,4,ADJ
10,13,PUNCT
587,8,NOUN
172,4,PUNCT
587,8,NOUN
618,4,ADJ
27,13,CCONJ
1870,10,NOUN
199,4,ADP
4167,7,NOUN
36,4,DET
1473,3,ADV
1355,9,VERB
7,6,ADP
825,7,NOUN
17029,4,NOUN
10,4,PUNCT
5456,8,NOUN
10,4,PUNCT
6701,8,NOUN
460,4,NOUN
10,4,PUNCT
2839,8,NOUN
16435,4,NOUN
10,4,PUNCT
13307,8,NOUN
10,4,PUNCT
149,8,NOUN
10,4,PUNCT
5974,8,NOUN
27,4,CCONJ
2913,10,NOUN
16,4,PUNCT
6607,8,NOUN
36,4,DET
13101,3,VERB
7,6,ADP
11211,7,PROPN
17595,1,PROPN
10,1,PUNCT
1673,8,PROPN
10,1,PUNCT
2038,8,NUM
1781,12,PROPN
2039,1,NUM
16,12,PUNCT
17596,8,PROPN
17597,1,PROPN
3771,1,NOUN
657,4,DET
344,3,VERB
46,6,ADP
6423,7,NOUN
6532,4,NOUN
17598,4,NOUN
38,4,ADP
2064,7,PROPN
2361,1,PROPN
27,1,CCONJ
9615,10,PROPN
11872,1,PROPN
3607,1,PROPN
3904,1,VERB
16744,6,NOUN
794,4,NOUN
15,4,PROPN
14465,1,NOUN
1485,4,NUM
853,12,PROPN
1321,1,NUM
1191,12,ADP
17599,7,PROPN
2811,1,PROPN
17600,1,PROPN
10,1,PUNCT
1513,8,SCONJ
3898,11,PROPN
12592,1,VERB
2318,6,ADJ
5464,13,NOUN
938,4,SCONJ
2844,11,VERB
2063,6,NOUN
795,4,ADP
17601,7,NUM
627,12,NOUN
2248,4,ADV
172,9,PUNCT
2249,8,ADV
4816,9,ADP
1099,7,NOUN
2079,4,ADJ
16,13,PUNCT
17602,8,PROPN
17603,1,PROPN
17604,1,PROPN
9234,1,PROPN
17605,1,PROPN
1795,1,VERB
127,6,ADP
17602,7,PROPN
17603,1,PROPN
132,1,PUNCT
135,8,PUNCT
2,8,AUX
394,2,DET
396,3,NOUN
397,4,NOUN
398,4,NOUN
4022,4,VERB
6076,6,PROPN
5,1,PRON
1357,5,VERB
111,6,ADP
2250,7,NOUN
17606,4,PROPN
4040,1,PROPN
46,1,ADP
1822,7,NOUN
4023,4,NOUN
16,4,PUNCT
276,8,NOUN
36,4,DET
12880,3,VERB
38,6,ADP
451,7,NOUN
17607,4,PROPN
169,1,ADP
3116,7,NUM
988,12,PROPN
274,1,NUM
16,12,PUNCT
633,8,SCONJ
337,11,ADV
46,9,ADP
1516,7,NOUN
2606,4,NUM
3184,12,PROPN
244,1,NUM
10,12,PUNCT
1023,8,PROPN
1024,1,PROPN
17608,1,PROPN
6085,1,NUM
1169,12,VERB
9005,6,NOUN
454,4,VERB
413,6,NOUN
17609,4,PROPN
5984,1,PROPN
1317,1,ADP
17610,7,PROPN
17611,1,PROPN
4565,1,NOUN
237,4,NUM
132,12,PUNCT
59,8,NUM
135,12,PUNCT
16,8,PUNCT
2566,8,PROPN
17612,1,PROPN
2,1,AUX
7395,2,NOUN
217,4,ADJ
199,13,ADP
10744,7,NOUN
313,4,ADJ
17612,13,PROPN
10,1,PUNCT
4202,8,NOUN
2563,4,NOUN
182,4,NOUN
903,4,NOUN
84,4,NOUN
17612,4,PROPN
7,1,ADP
183,7,PROPN
184,1,PROPN
16,1,PUNCT
914,8,ADP
4708,7,VERB
59,6,NUM
47,12,NOUN
10,4,PUNCT
7200,8,NOUN
4925,4,VERB
1684,6,NOUN
1677,4,ADJ
199,13,ADP
3900,7,PROPN
4365,1,PROPN
27,1,CCONJ
6263,10,PROPN
6264,1,PROPN
1814,1,PROPN
1563,1,PROPN
5804,1,PROPN
46,1,ADP
2606,7,NUM
4464,12,PROPN
1296,1,NUM
16,12,PUNCT
2364,8,PROPN
856,1,PROPN
68,1,PROPN
196,1,VERB
1376,6,NOUN
7268,4,NOUN
10,4,PUNCT
441,8,ADV
199,9,ADP
3865,7,PROPN
17613,1,PROPN
10,1,PUNCT
17614,8,PROPN
10,1,PUNCT
17615,8,PROPN
10,1,PUNCT
86,8,ADP
17616,7,NOUN
278,4,NOUN
1115,4,PROPN
5969,1,PROPN
17617,1,PROPN
132,1,PUNCT
17618,8,PROPN
10,1,PUNCT
17619,8,PROPN
27,1,CCONJ
252,10,ADJ
2913,13,NOUN
135,4,PUNCT
16,8,PUNCT
2372,8,PROPN
793,1,ADJ
1342,13,PROPN
188,1,VERB
1213,6,NOUN
984,4,ADJ
16,13,PUNCT
480,8,ADV
890,9,PRON
981,5,VERB
17620,6,NOUN
5,4,PRON
795,5,ADP
36,7,DET
890,3,PRON
17621,5,VERB
284,6,PUNCT
56,8,ADP
17622,7,NOUN
7,4,ADP
72,7,NOUN
349,4,ADV
5496,9,VERB
181,6,SCONJ
4927,11,PUNCT
17623,8,NOUN
2013,4,PUNCT
1546,8,VERB
17624,6,NOUN
16,4,PUNCT
5260,8,NOUN
5142,4,NOUN
177,4,ADJ
46,13,ADP
47,7,NOUN
5800,4,NOUN
36,4,DET
201,3,VERB
9772,6,NUM
587,12,NOUN
5,4,PRON
2565,5,VERB
199,6,ADP
1053,7,NUM
5142,12,NOUN
177,4,ADJ
482,13,VERB
27,6,CCONJ
94,10,NUM
5142,12,NOUN
177,4,ADJ
1202,13,ADJ
358,13,ADJ
660,13,ADP
194,7,PUNCT
1054,8,ADP
1658,7,NOUN
1471,4,NOUN
17625,4,NUM
587,12,NOUN
219,4,CCONJ
10783,10,NOUN
5142,4,NOUN
177,4,ADJ
194,13,PUNCT
1471,8,NOUN
6729,4,SYM
1485,15,NUM
194,12,PUNCT
1585,8,NUM
10,12,PUNCT
4320,8,NUM
16,12,PUNCT
14275,8,NOUN
678,4,ADP
3152,7,NOUN
5,4,PRON
14294,5,VERB
2459,6,PROPN
27,1,CCONJ
1281,10,PROPN
120,1,VERB
32,6,PRON
58,5,ADJ
10,13,PUNCT
27,8,CCONJ
4816,10,ADP
32,7,PRON
12128,5,VERB
10,6,PUNCT
17626,8,VERB
17626,6,NOUN
1162,4,NOUN
441,4,ADV
1355,9,VERB
17627,6,NOUN
32,4,PRON
16,5,PUNCT
6315,8,NOUN
5,4,PRON
102,5,PART
2755,14,ADJ
199,13,ADP
6041,7,PROPN
17628,1,PROPN
17629,1,PROPN
27,1,CCONJ
5199,10,PROPN
17630,1,PROPN
14000,1,PROPN
10,1,PUNCT
2261,8,VERB
1376,6,NOUN
36,4,DET
427,3,ADV
6139,9,ADJ
16,13,PUNCT
708,8,DET
903,3,NOUN
84,4,NOUN
12377,4,VERB
14227,6,NOUN
6342,4,NOUN
823,4,NOUN
5,4,PRON
250,5,ADJ
24,13,ADP
4678,7,NOUN
139,4,PUNCT
5320,8,NOUN
139,4,PUNCT
194,8,PUNCT
1397,8,VERB
199,6,ADP
5672,7,NOUN
1485,4,NUM
111,12,ADP
17631,7,NOUN
5,4,PRON
10091,5,ADJ
10,13,PUNCT
86,8,ADP
5672,7,NOUN
2606,4,NUM
16,12,PUNCT
292,8,NOUN
17632,4,PROPN
831,1,SCONJ
225,11,ADV
17633,9,VERB
27,6,CCONJ
14683,10,NOUN
3770,4,ADP
890,7,PRON
111,5,ADP
132,7,PUNCT
1549,8,NOUN
2413,4,ADJ
135,13,PUNCT
5,8,PRON
17634,5,VERB
284,6,PUNCT
276,8,NOUN
36,4,DET
6,3,VERB
7,6,ADP
84,7,NOUN
278,4,NOUN
2727,4,NOUN
15583,4,PROPN
10,1,PUNCT
577,8,ADP
171,7,NUM
12543,12,NOUN
4076,4,ADP
2576,7,NOUN
199,4,ADP
17635,7,PROPN
172,1,PUNCT
12502,8,PROPN
17636,1,PROPN
16387,1,PROPN
27,1,CCONJ
1120,10,NUM
12543,12,NOUN
4076,4,ADP
278,7,NOUN
199,4,ADP
17637,7,PROPN
16,1,PUNCT
17638,8,PROPN
194,1,PUNCT
6037,8,PROPN
1882,1,PROPN
2053,1,PROPN
1963,1,PROPN
10,1,PUNCT
17639,8,PROPN
17640,1,PROPN
17641,1,PROPN
16,1,PUNCT
17642,8,PROPN
3196,1,PUNCT
4055,8,NOUN
276,4,NOUN
27,4,CCONJ
2612,10,NOUN
6616,4,NOUN
7,4,ADP
1963,7,PROPN
17638,1,PROPN
194,1,PUNCT
17643,8,PROPN
17644,1,PROPN
17645,1,PROPN
2053,1,PROPN
1963,1,PROPN
10,1,PUNCT
17639,8,PROPN
17640,1,PROPN
17646,1,PROPN
16,1,PUNCT
17642,8,PROPN
3196,1,PUNCT
17647,8,PROPN
17648,1,NOUN
1999,4,NOUN
1444,4,NOUN
7,4,ADP
1963,7,PROPN
17638,1,PROPN
194,1,PUNCT
17649,8,PROPN
17650,1,PROPN
17651,1,PROPN
10,1,PUNCT
1963,8,PROPN
10,1,PUNCT
17639,8,PROPN
17640,1,PROPN
17652,1,PROPN
16,1,PUNCT
17642,8,PROPN
3196,1,PUNCT
139,8,PUNCT
17653,8,PROPN
17654,1,PROPN
17655,1,PROPN
17656,1,PROPN
139,1,PUNCT
194,8,PUNCT
325,8,PROPN
17649,1,PROPN
17650,1,PROPN
17651,1,PROPN
7,1,ADP
1963,7,PROPN
17638,1,PROPN
194,1,PUNCT
17657,8,PROPN
17658,1,PROPN
10,1,PUNCT
1963,8,PROPN
10,1,PUNCT
17639,8,PROPN
17640,1,PROPN
17659,1,PROPN
16,1,PUNCT
17642,8,PROPN
3196,1,PUNCT
17657,8,PROPN
17658,1,PROPN
2796,1,PROPN
17660,1,PROPN
7,1,ADP
1428,7,NOUN
251,4,NOUN
1963,4,PROPN
956,1,NOUN
2144,4,ADJ
6,13,VERB
7,6,ADP
2330,7,DET
172,3,PUNCT
2330,8,DET
2350,3,NOUN
903,4,NOUN
84,4,NOUN
27,4,CCONJ
7582,10,ADJ
16,13,PUNCT
319,8,PRON
2,5,AUX
1577,2,PROPN
17661,1,PROPN
13216,1,PROPN
172,1,PUNCT
17662,8,PROPN
132,1,PUNCT
17663,8,PROPN
17664,1,PROPN
135,1,PUNCT
27,8,CCONJ
17665,10,PROPN
11200,1,PROPN
16,1,PUNCT
882,8,ADP
242,7,PROPN
8769,1,PROPN
16508,1,NUM
10,12,PUNCT
2921,8,NOUN
1388,4,NUM
47,12,NOUN
10,4,PUNCT
280,8,PRON
2948,5,VERB
24,6,ADP
3962,7,PROPN
17666,1,PROPN
5,1,PRON
8840,5,VERB
2606,6,NUM
47,12,NOUN
16,4,PUNCT
17667,8,NOUN
7,4,ADP
3136,7,PROPN
10,1,PUNCT
883,8,ADV
59,9,NUM
686,12,ADP
336,7,NUM
599,12,NOUN
5,4,PRON
7593,5,VERB
462,6,VERB
1483,6,NOUN
871,4,ADV
2504,9,VERB
6685,6,NOUN
17668,4,NOUN
1640,4,ADP
957,7,NOUN
9217,4,NOUN
3962,4,PROPN
2529,1,PROPN
172,1,PUNCT
5781,8,PROPN
322,1,NUM
16,12,PUNCT
12219,8,NOUN
36,4,DET
349,3,ADV
250,9,VERB
2755,6,ADJ
199,13,ADP
781,7,NOUN
1342,4,PROPN
5792,1,PROPN
16,1,PUNCT
484,8,ADP
1458,7,NOUN
252,4,ADJ
10,13,PUNCT
877,8,NOUN
7192,4,NOUN
132,4,PUNCT
3388,8,NOUN
172,4,PUNCT
3388,8,NOUN
1191,4,ADP
17532,7,NOUN
135,4,PUNCT
3974,8,VERB
127,6,ADP
14727,7,NOUN
8399,4,NOUN
544,4,NOUN
5,4,PRON
1908,5,ADV
4439,9,VERB
46,6,ADP
2511,7,NOUN
107,4,DET
16,3,PUNCT
17669,8,PROPN
12239,1,VERB
38,6,ADP
12957,7,NOUN
17670,4,PROPN
4250,1,PROPN
6846,1,PROPN
17671,1,PROPN
5,1,PRON
17672,5,VERB
127,6,ADP
139,7,PUNCT
128,8,NOUN
4336,4,NOUN
139,4,PUNCT
111,8,ADP
656,7,NOUN
10,4,PUNCT
1073,8,NOUN
23,4,CCONJ
1314,10,NOUN
3448,4,DET
16,3,PUNCT
7581,8,NOUN
413,4,NOUN
17673,4,NUM
10,12,PUNCT
1517,8,NUM
3914,12,NUM
732,12,PUNCT
24,8,ADP
1658,7,NOUN
2696,4,NOUN
17674,4,SYM
17675,15,NUM
581,12,NOUN
16,4,PUNCT
1985,8,ADP
2511,7,NOUN
10439,4,ADJ
10,13,PUNCT
280,8,PRON
163,5,VERB
7,6,ADP
920,7,PROPN
4536,1,PROPN
27,1,CCONJ
17676,10,PROPN
16,1,PUNCT
17677,8,PROPN
3714,1,NUM
196,12,VERB
197,6,DET
81,3,DET
4340,3,NOUN
11378,4,NOUN
17678,4,NOUN
13323,4,NOUN
1945,4,PROPN
4264,1,PROPN
17679,1,PROPN
